id,hotelid,hotelname,address,city,country,zipcode,propertytype,starrating,latitude,longitude,Source,url,curr
46972,718,Holiday Inn Coventry,"Hinckley Road, Walsgrave",Coventry,United Kingdom,,Hotels,3,52.43120575,-1.434292436,5,https://www.agoda.com/en-gb/holiday-inn-coventry/hotel/coventry-gb.html,GBP
46973,71800,HOTEL alter Landsitz,Zum Reiterhof 2-4,Sommerstorf,Germany,17194,Hotels,4,53.60026329,12.60118961,2,http://www.booking.com/hotel/de/alter-landsitz.en-gb.html,EUR
46974,71805,Landhotel Windlicht,Tannenstr. 1,Krombach,Germany,63829,Hotels,3,50.07371744,9.20983136,2,http://www.booking.com/hotel/de/landhotel-windlicht.en-gb.html,EUR
46975,71808,Hotel Im Engel,Brunebrede 33-37,Warendorf,Germany,48231,Hotels,4,51.95027454,7.99163908,2,http://www.booking.com/hotel/de/im-engel.en-gb.html,EUR
46976,71809,Hotel Rosengarten,Bismarckstrasse 8,Bad Salzuflen,Germany,32105,Hotels,3,52.08725445,8.74600768,2,http://www.booking.com/hotel/de/rosengarten.en-gb.html,EUR
46977,7181,Daniel Graz,Europaplatz 1,Graz,Austria,8020,Hotels,4,47.07140732,15.41909599,5,https://www.agoda.com/en-gb/daniel-graz/hotel/graz-at.html,EUR
46978,71811,Goldener Schlussel,Rathausgasse 72,Bern,Switzerland,3011,Hotels,3,46.94848984,7.44868018,2,http://www.booking.com/hotel/ch/goldener-schlussel.en-gb.html,CHF
46979,71814,Hotel Penzinghof,Penzingweg 14,Oberndorf in Tirol,Austria,6372,Hotels,4,47.49587343,12.39521205,2,http://www.booking.com/hotel/at/penzinghof.en-gb.html,EUR
46980,71816,Egestorfer Hof,Lubberstedter Strasse 1,Egestorf,Germany,21272,Hotels,4,53.19484196,10.06361872,2,http://www.booking.com/hotel/de/egestorfer-hof.en-gb.html,EUR
46981,71817,Gesundheitshotel Gugerbauer,Kurhausstrasse 4,Scharding,Austria,4780,Hotels,4,48.45479605,13.42875302,2,http://www.booking.com/hotel/at/gesundheitshotel-gugerbauer.en-gb.html,EUR
46982,7182,Timhotel Nation,7 Rue d'Avron,Paris,France,75020,Hotels,3,48.85144424,2.398967743,5,https://www.agoda.com/en-gb/timhotel-nation/hotel/paris-fr.html,EUR
46983,718236,ibis Paris Tour Montparnasse 15eme,22 Avenue du Maine,Paris,France,75015,Hotels,3,48.843426,2.320257,2,http://www.booking.com/hotel/fr/ibis-paris-tour-montparnasse-15eme.en-gb.html,EUR
46984,718238,ibis budget Cabourg Dives sur Mer,Promenade de la Dives,Dives-sur-Mer,France,14160,Hotels,2,49.28645412,-0.10935377,2,http://www.booking.com/hotel/fr/ibis-budget-cabourg-dives-sur-mer.en-gb.html,EUR
46985,71825,Stadthotel Julich,Baierstrasse 1,Julich,Germany,52428,Hotels,3,50.92238288,6.35894358,2,http://www.booking.com/hotel/de/stadthotel-julich.en-gb.html,EUR
46986,7182951,De Punt 12,,Lauwersoog,Netherlands,,Hotels,4,53.40250015,6.210229874,5,https://www.agoda.com/en-gb/de-punt-12/hotel/lauwersoog-nl.html,EUR
46987,7182952,De Punt 15,,Lauwersoog,Netherlands,,Hotels,4,53.40240097,6.210800171,5,https://www.agoda.com/en-gb/de-punt-15/hotel/lauwersoog-nl.html,EUR
46988,7182953,De Punt 8,,Lauwersoog,Netherlands,,Hotels,4,53.4029007,6.20965004,5,https://www.agoda.com/en-gb/de-punt-8/hotel/lauwersoog-nl.html,EUR
46989,7182954,De Punt 25,,Lauwersoog,Netherlands,,Hotels,4,53.40259933,6.211229801,5,https://www.agoda.com/en-gb/de-punt-25/hotel/lauwersoog-nl.html,EUR
46990,7182955,Babbelaar 12,,Lauwersoog,Netherlands,,Hotels,4,53.40159988,6.213309765,5,https://www.agoda.com/en-gb/babbelaar-12/hotel/lauwersoog-nl.html,EUR
46991,7183,Danubius Regents Park Hotel,"18 Lodge Road, St. John's Wood",London,United Kingdom,,Hotels,4,51.52949905,-0.168740526,5,https://www.agoda.com/en-gb/danubius-regents-park-hotel/hotel/london-gb.html,GBP
46992,71830,pentahotel Wiesbaden,Abraham-Lincoln-Str. 17,Wiesbaden,Germany,65189,Hotels,4,50.06603401,8.27213645,2,http://www.booking.com/hotel/de/penta-wiesbaden.en-gb.html,EUR
46993,7183159,Roode Hoofd 2,,Lauwersoog,Netherlands,,Hotels,4,53.39970016,6.215479851,5,https://www.agoda.com/en-gb/roode-hoofd-2/hotel/lauwersoog-nl.html,EUR
46994,7183160,Simonsgat 21,,Lauwersoog,Netherlands,,Hotels,3,53.40110016,6.219029903,5,https://www.agoda.com/en-gb/simonsgat-21/hotel/lauwersoog-nl.html,EUR
46995,7183161,Westgat 7,,Lauwersoog,Netherlands,,Hotels,4,53.40069962,6.214029789,5,https://www.agoda.com/en-gb/westgat-7/hotel/lauwersoog-nl.html,EUR
46996,71833,Fischer's Hotel Brauhaus,Auf der Lehr 30,Mossingen,Germany,72116,Hotels,3,48.40881458,9.06587452,2,http://www.booking.com/hotel/de/fischer-s-garni-brauhaus.en-gb.html,EUR
46997,718336,Oinoi Hotel,Therma Agiou Kirykou,Agios Kirykos,Greece,83300,Hotels,2,37.62443768,26.30428737,2,http://www.booking.com/hotel/gr/oinoi-hotel.en-gb.html,EUR
46998,7183634,Two-Bedroom Holiday Home in Bad Doberan/Heiligend.,,Bad Doberan,Germany,18209,Hotels,4,54.1385994,11.84619999,5,https://www.agoda.com/en-gb/two-bedroom-holiday-home-in-bad-doberan-heiligend/hotel/bad-doberan-de.html,EUR
46999,7183636,Two-Bedroom Accommodation in Demmin,,Demmin,Germany,17109,Hotels,3,53.91059875,13.02719975,5,https://www.agoda.com/en-gb/two-bedroom-accommodation-in-demmin/hotel/demmin-de.html,EUR
47000,71837,Riedhotel,Riedweg 24,Bad Salzuflen,Germany,32107,Hotels,3,52.08195875,8.71690035,2,http://www.booking.com/hotel/de/riedhotel.en-gb.html,EUR
47001,718377,La Locanda della Castellana,Localita  Valle Castellana,Peschici,Italy,71010,Hotels,3,41.93560768,16.02051686,2,http://www.booking.com/hotel/it/la-locanda-della-castellana.en-gb.html,EUR
47002,7183830,De Punt 26,,Lauwersoog,Netherlands,,Hotels,4,53.40250015,6.211339951,5,https://www.agoda.com/en-gb/de-punt-26/hotel/lauwersoog-nl.html,EUR
47003,718391,Hotel Ida,Viale San Salvador 148,Rimini,Italy,47922,Hotels,3,44.109345,12.509712,2,https://www.booking.com/hotel/it/ida.en-gb.html,EUR
47004,718405,SHG Grand Hotel Milano Malpensa,Via Lazzaretto 1,Somma Lombardo,Italy,21019,Hotels,4,45.69548269,8.70135632,2,http://www.booking.com/hotel/it/grand-milano-malpensa-somma-lombardo.en-gb.html,EUR
47005,7184106,Quality Inn Las Motas St Cyprien,Chemin de Las Ribas,Alenya,France,66200,Hotels,3,42.643779,2.986849,5,https://www.agoda.com/en-gb/quality-inn-las-motas-st-cyprien/hotel/alenya-fr.html,EUR
47006,71842,Hotel Waldhorn,Dornierstrasse 2/1,Friedrichshafen,Germany,88048,Hotels,3,47.66512001,9.42908853,2,http://www.booking.com/hotel/de/waldhorn-friedrichshafen.en-gb.html,EUR
47007,7184221,Two-Bedroom Accommodation in Neustrelitz,,Neustrelitz,Germany,17235,Hotels,3,53.36669922,13.05449963,5,https://www.agoda.com/en-gb/two-bedroom-accommodation-in-neustrelitz/hotel/neustrelitz-de.html,EUR
47008,7184467,Rio,,Esbjerg,Denmark,6710,Hotels,4,55.53480148,8.339810371,5,https://www.agoda.com/en-gb/rio/hotel/esbjerg-dk.html,DKK
47009,71845,Panoramahotel Heimbuchenthal,Am Eichenberg 1,Heimbuchenthal,Germany,63872,Hotels,3,49.88161144,9.28845763,2,http://www.booking.com/hotel/de/panoramahotel-heimbuchenthal.en-gb.html,EUR
47010,71846,Kreuzberghof,Am Kreuzbergsee 1,Tiefenbach,Germany,76684,Hotels,4,49.17919441,8.81259352,2,http://www.booking.com/hotel/de/kreuzberghof.en-gb.html,EUR
47011,7184678,Hotel Indigo Chester,Grosvenor Park Road,Chester,United Kingdom,,Hotels,3,53.19147,-2.881618,5,https://www.agoda.com/en-gb/hotel-indigo-chester_2/hotel/chester-gb.html,GBP
47012,7184681,Holiday Inn Hamburg Berliner Tor,Wikingerweg 2,Hamburg,Germany,20537,Hotels,3,53.551957,10.031478,5,https://www.agoda.com/en-gb/holiday-inn-hamburg-berliner-tor_2/hotel/hamburg-de.html,EUR
47013,7184686,Holiday Inn Express Leipzig City Hauptbahnhof,Brandenburger Strasse 2B,Leipzig,Germany,4103,Hotels,3,51.34477,12.385565,5,https://www.agoda.com/en-gb/holiday-inn-express-leipzig-city-hauptbahnhof_2/hotel/leipzig-de.html,EUR
47014,7184726,Holiday Inn Express Frankfurt - City Westend,Hamburger Allee 12,Frankfurt am Main,Germany,60486,Hotels,3,50.11469,8.649406,5,https://www.agoda.com/en-gb/holiday-inn-express-frankfurt-city-westend_2/hotel/frankfurt-am-main-de.html,EUR
47015,7184727,Holiday Inn Eindhoven Airport,Flight Forum 650,Eindhoven,Netherlands,,Hotels,3,51.45449,5.40171,5,https://www.agoda.com/en-gb/holiday-inn-eindhoven-airport_2/hotel/eindhoven-nl.html,EUR
47016,71848,Hirsch Kur- und Wellnesshotel,Kalzhoferstr. 4,Oberstaufen,Germany,87534,Hotels,4,47.55496733,10.02244413,2,http://www.booking.com/hotel/de/kur-und-sporthotel-hirsch.en-gb.html,EUR
47017,7184914,Robbengat 70,,Lauwersoog,Netherlands,,Hotels,2,53.40010071,6.216020107,5,https://www.agoda.com/en-gb/robbengat-70/hotel/lauwersoog-nl.html,EUR
47018,7184915,Babbelaar 16,,Lauwersoog,Netherlands,,Hotels,4,53.40129852,6.213349819,5,https://www.agoda.com/en-gb/babbelaar-16/hotel/lauwersoog-nl.html,EUR
47019,7184979,One-Bedroom Holiday Home in Angelholm,,Annelov,Sweden,,Hotels,4,56.22399902,12.93630028,5,https://www.agoda.com/en-gb/one-bedroom-holiday-home-in-angelholm/hotel/annelov-se.html,SEK
47020,7185070,Hotel boutique Vila LaKastel,63 Strada Furnica,Sinaia,Romania,106100,Hotels,4,45.35660934,25.54038048,5,https://www.agoda.com/en-gb/hotel-boutique-vila-lakastel/hotel/sinaia-ro.html,EUR
47021,7185072,Hotel Parc Alexandria,"strada Libertatii, nr. 220",Alexandria,Romania,140072,Hotels,3,43.96883011,25.33130074,5,https://www.agoda.com/en-gb/hotel-parc-alexandria/hotel/alexandria-ro.html,EUR
47022,7185093,Two-Bedroom Holiday Home in Gudhjem,,Gudhjem,Denmark,3760,Hotels,4,55.21179962,14.89169979,5,https://www.agoda.com/en-gb/two-bedroom-holiday-home-in-gudhjem/hotel/gudhjem-dk.html,DKK
47023,71852,Hotel Bad Schachen,Bad Schachen 1,Lindau,Germany,88131,Hotels,4,47.55807712,9.66524363,2,http://www.booking.com/hotel/de/bad-schachen.en-gb.html,EUR
47024,71854,Hotel Alter Kranen,Karrnergasse 11,Wurzburg,Germany,97070,Hotels,3,49.79469412,9.92687166,2,http://www.booking.com/hotel/de/alter-kranen.en-gb.html,EUR
47025,7185405,Sunrise Sands Apartments,Ulitsa Kamelia,Nessebar,Bulgaria,8230,Hotels,4,42.69099045,27.70249939,5,https://www.agoda.com/en-gb/sunrise-sands-apartments/hotel/nessebar-bg.html,EUR
47026,7185698,One-Bedroom Holiday Home in Biadoliny Szlachecki,,Brzezie,Poland,,Hotels,3,49.99259949,20.70120049,5,https://www.agoda.com/en-gb/one-bedroom-holiday-home-in-biadoliny-szlachecki/hotel/brzezie-pl.html,EUR
47027,7185743,Apartments Silver Shell,104 Liminjanska cesta,Lucija,Slovenia,6320,Hotels,2,45.50685883,13.61849976,5,https://www.agoda.com/en-gb/apartments-silver-shell/hotel/lucija-si.html,EUR
47028,7185842,Hotel Melibea,3 Calle Balmes,Salamanca,Spain,37008,Hotels,4,40.96118164,-5.669089794,5,https://www.agoda.com/en-gb/hotel-melibea/hotel/salamanca-es.html,EUR
47029,7185877,Three-Bedroom Holiday Home in Lo Pagan,,San Pedro del Pinatar,Spain,30740,Hotels,3,37.82279968,-0.782980025,5,https://www.agoda.com/en-gb/three-bedroom-holiday-home-in-lo-pagan/hotel/san-pedro-del-pinatar-es.html,EUR
47030,71859,Schlossgut Gross Schwansee,Am Park 1,Gross Schwansee,Germany,23942,Hotels,4,53.99204093,11.01255476,2,http://www.booking.com/hotel/de/schlossgut-gross-schwansee.en-gb.html,EUR
47031,7185924,Four-Bedroom Holiday Home in Figeholm,,Fora,Sweden,,Hotels,4,57.3783989,16.58749962,5,https://www.agoda.com/en-gb/four-bedroom-holiday-home-in-figeholm/hotel/fora-se.html,SEK
47032,7185947,Holiday Home Auringonlasku,,Harkala,Finland,58580,Hotels,2,61.62017822,29.21141052,5,https://www.agoda.com/en-gb/holiday-home-auringonlasku/hotel/harkala-fi.html,EUR
47033,71861,Ringhotel VITALHOTEL ambiente,Dr.-Wilhelm-Kulz-Strasse 5a,Bad Wilsnack,Germany,19336,Hotels,4,52.96081197,11.95308208,2,http://www.booking.com/hotel/de/ambiente-bad-wilsnack.en-gb.html,EUR
47034,7186249,Three-Bedroom Holiday Home in Velez Malaga,,Velez-Malaga,Spain,29700,Hotels,2,36.84400177,-4.144390106,5,https://www.agoda.com/en-gb/three-bedroom-holiday-home-in-velez-malaga/hotel/velez-malaga-es.html,EUR
47035,71863,Hotel- und Ferienwohnanlage Friedrich,Waldstrasse 5,Friedrichsbrunn,Germany,6502,Hotels,3,51.69176151,11.03728473,2,http://www.booking.com/hotel/de/und-ferienwohnanlage-friedrich.en-gb.html,EUR
47036,7186486,Menorca Experimental,Cami de Llucalari,Menorca,Spain,7730,Hotels,4,39.90038,4.107717,5,https://www.agoda.com/en-gb/menorca-experimental/hotel/menorca-es.html,EUR
47037,71866,Colorado Hotel,Via Clemente Maraini 19,Lugano,Switzerland,6907,Hotels,3,45.9981914,8.94439459,2,http://www.booking.com/hotel/ch/colorado.en-gb.html,CHF
47038,718663,Hotel Ca' Dogaressa,Fondamenta di Cannaregio 1018,Venice,Italy,30121,Hotels,3,45.44527556,12.3225268,2,http://www.booking.com/hotel/it/ca-dogaressa.en-gb.html,EUR
47039,71868,Angerhof Sport- u. Wellnesshotel,Am Anger 38,Sankt Englmar,Germany,94379,Hotels,4,49.00229262,12.83244699,2,http://www.booking.com/hotel/de/angerhof-sport-u-wellnesshotel.en-gb.html,EUR
47040,7186906,Three-Bedroom Holiday Home in Wolfsberg,,Wolfsberg,Austria,9400,Hotels,3,46.84820175,14.85910034,5,https://www.agoda.com/en-gb/three-bedroom-holiday-home-in-wolfsberg/hotel/wolfsberg-at.html,EUR
47041,71873,Holiday Inn Leipzig Gunthersdorf,Aue Park Allee 3-7,Kotschlitz,Germany,6237,Hotels,4,51.35412239,12.17286348,2,http://www.booking.com/hotel/de/leipzig-gunthersdorf.en-gb.html,EUR
47042,718789,ibis budget Caen Mondeville,1 rue Joseph Jacquard RN 13,Caen,France,14120,Hotels,2,49.16218948,-0.300579995,5,https://www.agoda.com/en-gb/ibis-budget-caen-mondeville/hotel/caen-fr.html,EUR
47043,71879,Grainauer Hof,Schmolzstr. 11,Grainau,Germany,82491,Hotels,3,47.47848777,11.04922593,2,http://www.booking.com/hotel/de/landhotel-garni-grainauer-hof.en-gb.html,EUR
47044,7188121,Hostal Asador La Montana,"Carretera de Triollo a Vidrieros,1",Tama,Spain,34887,Hotels,2,42.92374039,-4.680150032,5,https://www.agoda.com/en-gb/hostal-asador-la-montana/hotel/tama-es.html,EUR
47045,71887,Hotel & Apartments Zarenhof Berlin Prenzlauer Berg,Schonhauser Allee 140,Berlin,Germany,10437,Hotels,4,52.5421998,13.41189936,2,http://www.booking.com/hotel/de/apartmenthaus-zarenhof.en-gb.html,EUR
47046,71888,Leonardo Hotel Dresden Altstadt,Magdeburger Str. 1 a,Dresden,Germany,1067,Hotels,3,51.05767046,13.72556359,2,http://www.booking.com/hotel/de/leonardo-dresden-altstadt.en-gb.html,EUR
47047,71889,Leonardo Hotel Heidelberg City Center,Bergheimer Strasse 63,Heidelberg,Germany,69115,Hotels,4,49.40785282,8.68712783,2,http://www.booking.com/hotel/de/leonardo-heidelberg.en-gb.html,EUR
47048,71890,Rebers Pflug,Weckriedener Str. 2,Schwabisch Hall,Germany,74523,Hotels,3,49.12324369,9.75688249,2,http://www.booking.com/hotel/de/landgasthof-pflug.en-gb.html,EUR
47049,7189347,Six-Bedroom Holiday Home in Lo-Reninge,,Lo-Reninge,Belgium,8647,Hotels,4,50.97980118,2.804199934,5,https://www.agoda.com/en-gb/six-bedroom-holiday-home-in-lo-reninge/hotel/lo-reninge-be.html,EUR
47050,718937,ibis budget Orgeval,482 ROUTE DES 40 SOUS,Poissy,France,78630,Hotels,2,48.92552185,1.995350003,5,https://www.agoda.com/en-gb/ibis-budget-orgeval/hotel/poissy-fr.html,EUR
47051,7189505,Trip Inn Hotel Wetzlar,Siegmund Hiepe Strasse 39,Wetzlar,Germany,35578,Hotels,4,50.55056529,8.479405455,5,https://www.agoda.com/en-gb/trip-inn-hotel-wetzlar_2/hotel/wetzlar-de.html,EUR
47052,71896,AZIMUT Hotel Munich,Kronstadter Strasse 6-8,Munich,Germany,81677,Hotels,4,48.13713542,11.64866209,2,http://www.booking.com/hotel/de/azimut-munchen.en-gb.html,EUR
47053,71897,Romantik Hotel Gasthaus Rottner,Winterstrasse 15 - 17,Nurnberg,Germany,90431,Hotels,4,49.43530377,11.02117673,2,http://www.booking.com/hotel/de/romantik-gasthaus-rottner.en-gb.html,EUR
47054,718978,Hotel Garona,Carretera Baqueira S/N,Salardu,Spain,25598,Hotels,2,42.70664304,0.89889444,2,http://www.booking.com/hotel/es/garona-salardu.en-gb.html,EUR
47055,71898,Schloss Burgellern,Kirchplatz 1,Schesslitz,Germany,96110,Hotels,4,49.98781278,11.04525089,2,http://www.booking.com/hotel/de/schloss-burgellern.en-gb.html,EUR
47056,71900,25hours Hotel The Trip,Niddastrasse 56-58,Frankfurt/Main,Germany,60329,Hotels,4,50.10936393,8.66330042,2,http://www.booking.com/hotel/de/25hours-frankfurt.en-gb.html,EUR
47057,71901,Mittlers Restaurant Hotel,Bruckenstrasse 1,Schweich,Germany,54338,Hotels,3,49.8159507,6.75309151,2,http://www.booking.com/hotel/de/zur-moselbrucke.en-gb.html,EUR
47058,71903,arcona MO.HOTEL,Hauptstr. 26,Stuttgart,Germany,70563,Hotels,4,48.72997594,9.1085726,2,http://www.booking.com/hotel/de/mo.en-gb.html,EUR
47059,71904,Vitalhotel Die Mittelburg,Mittelburgweg 1-3,Oy-Mittelberg,Germany,87466,Hotels,4,47.64000547,10.43745428,2,http://www.booking.com/hotel/de/vitahotel-die-mittelburg.en-gb.html,EUR
47060,71906,Hotel Landhaus Appel,Altenhainer Strasse 38,Schotten,Germany,63679,Hotels,3,50.51790951,9.12387058,2,http://www.booking.com/hotel/de/landhaus-appel.en-gb.html,EUR
47061,71907,Sporthotel Grunberg,Am Tannenkopf 1,Grunberg,Germany,35305,Hotels,4,50.58771552,8.97711754,2,http://www.booking.com/hotel/de/sporthotel-grunberg.en-gb.html,EUR
47062,71908,Solitaire Hotel,Hermann-Hesse-Str. 64,Berlin,Germany,13156,Hotels,3,52.57655858,13.39327946,2,http://www.booking.com/hotel/de/solitaire.en-gb.html,EUR
47063,71911,Landhaus Muhle Schluchsee,Unterer Muhlenweg 13,Schluchsee,Germany,79859,Hotels,4,47.82106676,8.19005549,2,http://www.booking.com/hotel/de/landhaus-muhle-schluchsee.en-gb.html,EUR
47064,71912,Best Western Hotel am Schlosspark,August-Bebel-Strasse 1,Lichtenwalde,Germany,9577,Hotels,4,50.88333629,12.99699515,2,http://www.booking.com/hotel/de/best-western-am-schlosspark.en-gb.html,EUR
47065,719141,Tzvetelina Palace Hotel,109 Targovska str.,Dolna Banya,Bulgaria,2040,Hotels,2,42.31108685,23.7634787,2,http://www.booking.com/hotel/bg/tzvetelina-palace.en-gb.html,BGN
47066,719191,Aqua Montis Resort & Spa,Via La Difesa snc,Rivisondoli,Italy,67036,Hotels,4,41.85717206,14.08488035,2,http://www.booking.com/hotel/it/aqua-montis-rivisondoli-spa-amp-wellness-resort.en-gb.html,EUR
47067,719202,Hotel AquaCity Riverside,Sportova Ulica 1397/2,Poprad,Slovakia,5801,Hotels,3,49.062201,20.30727,2,http://www.booking.com/hotel/sk/aquacity-riverside.en-gb.html,EUR
47068,719207,Lakomaen Metsakartano (Forest Manor),Viitasaarentie 2900,Heinapohja,Finland,43170,Bed and breakfasts,3,62.91006433,25.49991131,2,http://www.booking.com/hotel/fi/lakoma-en-metsa-kartano-lakoma-ki-forest-manor.en-gb.html,EUR
47069,71921,Waldhotel Nachtigall,Hatzfelder Str. 45,Paderborn,Germany,33104,Hotels,4,51.75090391,8.72297622,2,http://www.booking.com/hotel/de/waldhotel-nachtigall.en-gb.html,EUR
47070,71923,DORMERO Hotel Passau,Kapuzinerstr. 32,Passau,Germany,94032,Hotels,4,48.57064768,13.47674847,2,http://www.booking.com/hotel/de/am-jesuitenschloessl.en-gb.html,EUR
47071,719247,La Vieille Auberge du Lac,Le Bourg,Montsauche-les-Settons,France,58230,Hotels,2,47.31803894,4.09487009,5,https://www.agoda.com/en-gb/la-vieille-auberge-du-lac/hotel/montsauche-les-settons-fr.html,EUR
47072,71927,Hyatt Regency Mainz,Templerstrasse 6,Mainz,Germany,55116,Hotels,4,49.99668034,8.28139946,2,http://www.booking.com/hotel/de/hyatt-regency-mainz.en-gb.html,EUR
47073,719274,Hotel Baleal Spot,Avenida do Mar no109,Baleal,Portugal,,Hotels,2,39.37127955,-9.33202878,2,http://www.booking.com/hotel/pt/baleal-spot.en-gb.html,EUR
47074,7192772,Holiday Home RiihimAPkki,,Haapamaki,Finland,44760,Hotels,3,63.08184052,25.57130051,5,https://www.agoda.com/en-gb/holiday-home-riihima-kki/hotel/haapamaki-fi.html,EUR
47075,719281,Hotel Aro'S,Carretera Albacete 17,Casas Ibanez,Spain,2200,Hotels,2,39.28577684,-1.47003561,2,http://www.booking.com/hotel/es/aro-s.en-gb.html,EUR
47076,71929,Hotel Burgk,Burgkstr. 15,Dresden,Germany,1159,Hotels,3,51.04609889,13.69769946,2,http://www.booking.com/hotel/de/burgk.en-gb.html,EUR
47077,719299,Hotel el Rincon de Yaxu,"Puertas, s/n",Vidiago,Spain,33597,Hotels,2,43.39688873,-4.685140133,5,https://www.agoda.com/en-gb/hotel-el-rincon-de-yaxu/hotel/vidiago-es.html,EUR
47078,71930,Gasthaus zum Kreuz,Kleintalstr. 6,Freiburg im Breisgau,Germany,79117,Hotels,3,47.96474106,7.90795885,2,http://www.booking.com/hotel/de/zum-kreuz.en-gb.html,EUR
47079,7193131,Boutique Hotel Casa Volver,Las Ramblas 129,Barcelona,Spain,8002,Hotels,3,41.38526154,2.170059919,5,https://www.agoda.com/en-gb/boutique-hotel-casa-volver/hotel/barcelona-es.html,EUR
47080,7193202,Urbanisation Lo Crispin,,Algorfa,Spain,3169,Hotels,4,38.05329895,-0.738799989,5,https://www.agoda.com/en-gb/urbanisation-lo-crispin/hotel/algorfa-es.html,EUR
47081,71933,Hotel du Glacier - The Dom Collection,Blomattenstrasse 2,Saas-Fee,Switzerland,3906,Hotels,3,46.10746155,7.92577744,2,http://www.booking.com/hotel/ch/du-glacier-saas-fee.en-gb.html,CHF
47082,71938,Parkhotel Plauen,Radelstrasse 18,Plauen,Germany,8523,Hotels,4,50.49666442,12.13929638,2,http://www.booking.com/hotel/de/parkhotel-plauen.en-gb.html,EUR
47083,7193883,Holiday Home KeskimAPkki,,Tohmajarvi,Finland,82430,Hotels,3,62.02968979,29.85737038,5,https://www.agoda.com/en-gb/holiday-home-keskima-kki/hotel/tohmajarvi-fi.html,EUR
47084,71942,Hotel Dieksee - Collection by Ligula,Diekseepromenade 13-15,Malente,Germany,23714,Hotels,4,54.1633919,10.54686964,2,http://www.booking.com/hotel/de/wyndham-garden-bad-malente-dieksee.en-gb.html,EUR
47085,71943,Hirschen Wohlfuhlhotel,Oberdorf 46,Schoppernau,Austria,6886,Hotels,4,47.31035094,10.02139002,2,http://www.booking.com/hotel/at/hirschen-wohlfuhlhotel.en-gb.html,EUR
47086,719450,Hotel Filioppi,Ikaria,Agios Kirykos,Greece,83300,Hotels,3,37.61155427,26.29174536,2,http://www.booking.com/hotel/gr/filioppi.en-gb.html,EUR
47087,719490,Hotel Europa,ul. Krolewiecka 219,Elblag,Poland,,Hotels,3,54.18363214,19.43622521,2,http://www.booking.com/hotel/pl/europa-elblag.en-gb.html,PLN
47088,71951,Flair Hotel Villa Ilske,Ilskeweg 2,Bad Kosen,Germany,6628,Hotels,3,51.13815295,11.71491802,2,http://www.booking.com/hotel/de/flair-villa-ilske.en-gb.html,EUR
47089,71952,Augustusberg Hotel & Restaurant,Augustusberg 15,Bad Gottleuba,Germany,1816,Hotels,3,50.843192,13.95579,2,http://www.booking.com/hotel/de/augustusberg-hotel.en-gb.html,EUR
47090,719527,Hotel Angelica,Schennastrasse 36,Merano,Italy,39012,Hotels,3,46.66859629,11.18186116,2,http://www.booking.com/hotel/it/angelica-meran.en-gb.html,EUR
47091,71953,Eberbacher Hof KG,Schulstrasse 11,Biberach an der Riss,Germany,88400,Hotels,3,48.09644039,9.78826314,2,http://www.booking.com/hotel/de/eberbacher-hof.en-gb.html,EUR
47092,71954,Flair Hotel Weisses Ross,Steingasse 12,Dinkelsbuhl,Germany,91550,Hotels,3,49.06945544,10.31684607,2,http://www.booking.com/hotel/de/weiaes-ross.en-gb.html,EUR
47093,71955,Kurhotel Bad Rodach an der ThermeNatur,Kurring 2,Bad Rodach,Germany,96476,Hotels,4,50.33249444,10.76659083,2,http://www.booking.com/hotel/de/kurhotel-am-thermalbad.en-gb.html,EUR
47094,719565,Initial by balladins Dieppe,"Les Vertus, Route de Rouen",Saint-Aubin-sur-Scie,France,76550,Hotels,2,49.89836644,1.07816488,2,http://www.booking.com/hotel/fr/balladins-dieppe.en-gb.html,EUR
47095,71957,Hotel Garni Bendiks,Deichstrasse 18,Horumersiel,Germany,26434,Hotels,3,53.68850193,8.01763505,2,http://www.booking.com/hotel/de/garni-bendiks.en-gb.html,EUR
47096,71958,Flair Hotel Tannenhof,Tannenweg 14,Bad Wunnenberg,Germany,33181,Hotels,3,51.51896969,8.70505571,2,http://www.booking.com/hotel/de/tannenhof-bad-wunnenberg.en-gb.html,EUR
47097,71960,Flair Hotel Zur Eiche,Steinbecker Str. 111,Buchholz in der Nordheide,Germany,21244,Hotels,3,53.34230988,9.85339791,2,http://www.booking.com/hotel/de/zur-eiche.en-gb.html,EUR
47098,71961,Hotel Schwanen,Forststrasse 6,Freudenstadt,Germany,72250,Hotels,3,48.46550371,8.41186076,2,http://www.booking.com/hotel/de/schwanen.en-gb.html,EUR
47099,71964,Hotel Company,Lahnstrasse 6,Colbe,Germany,35091,Hotels,3,50.84796246,8.77561659,2,http://www.booking.com/hotel/de/company.en-gb.html,EUR
47100,71965,Flair Hotel Stadt Hoxter,Uferstrasse 4,Hoxter,Germany,37671,Hotels,3,51.77270889,9.38165702,2,http://www.booking.com/hotel/de/flair-stadt-hoexter.en-gb.html,EUR
47101,7196658,Three-Bedroom Holiday Home in Ayamonte,,Ayamonte,Spain,21400,Hotels,4,37.26150131,-7.409759998,5,https://www.agoda.com/en-gb/three-bedroom-holiday-home-in-ayamonte/hotel/ayamonte-es.html,EUR
47102,71967,Hotel Burgblick (ehemals - Hotel Schnepple),Hebelweg 15,Badenweiler,Germany,79410,Hotels,3,47.798478,7.665865,2,http://www.booking.com/hotel/de/schnepple.en-gb.html,EUR
