id,hotelid,hotelname,address,city,country,zipcode,propertytype,starrating,latitude,longitude,Source,url,curr
48472,7301318,TUI FAMILY LIFE Alcudia Pins,"Carretera Arta-Alcudia, km. 25,4",Majorca,Spain,7458,Hotels,3,39.77397156,3.13876009,5,https://www.agoda.com/en-gb/tui-family-life-alcudia-pins/hotel/majorca-es.html,EUR
48473,7301467,Hotel Sonia Chipude,"La Plaza de Chipude, 70",La Gomera,Spain,38840,Hotels,2,28.10947037,-17.28178978,5,https://www.agoda.com/en-gb/hotel-sonia-chipude/hotel/la-gomera-es.html,EUR
48474,73015,Hotel Esplanade; Sure Hotel Collection by Best Western,Strandvagen 7A,Stockholm,Sweden,,Hotels,4,59.33187103,18.08023071,5,https://www.agoda.com/en-gb/hotel-esplanade-sure-hotel-collection-by-best-western/hotel/stockholm-se.html,SEK
48475,7301701,Five-Bedroom Holiday Home in Priego de Cordoba,,Jaen,Spain,14800,Hotels,4,37.44449997,-4.214320183,5,https://www.agoda.com/en-gb/five-bedroom-holiday-home-in-priego-de-cordoba/hotel/jaen-es.html,EUR
48476,7301725,Can Araya,"C/ Sant Cristofol, 10",Menorca,Spain,7760,Hotels,4,40.00271988,3.838040113,5,https://www.agoda.com/en-gb/can-araya/hotel/menorca-es.html,EUR
48477,7301781,Five-Bedroom Holiday Home in Calarreona,,Cartagena,Spain,30889,Hotels,3,37.38550186,-1.612830043,5,https://www.agoda.com/en-gb/five-bedroom-holiday-home-in-calarreona/hotel/cartagena-es.html,EUR
48478,7301890,Three-Bedroom Holiday Home in Montejaque,,Montejaque,Spain,29360,Hotels,3,36.73830032,-5.247509956,5,https://www.agoda.com/en-gb/three-bedroom-holiday-home-in-montejaque/hotel/montejaque-es.html,EUR
48479,7302068,Holiday Home Kumpulahti,,Ruka,Finland,93900,Hotels,3,66.3190918,29.23681068,5,https://www.agoda.com/en-gb/holiday-home-kumpulahti/hotel/ruka-fi.html,EUR
48480,7302200,Holiday Home Ullanlinna,,Kayla,Finland,93900,Hotels,2,66.30216217,29.12472916,5,https://www.agoda.com/en-gb/holiday-home-ullanlinna/hotel/kayla-fi.html,EUR
48481,7302212,Holiday Home Nokikana,,Pargas,Finland,21600,Hotels,3,60.25933075,22.12870026,5,https://www.agoda.com/en-gb/holiday-home-nokikana/hotel/pargas-fi.html,EUR
48482,7302230,Holiday Home Kitkan lahti,,Ruka,Finland,93800,Hotels,3,66.17366028,28.84108925,5,https://www.agoda.com/en-gb/holiday-home-kitkan-lahti/hotel/ruka-fi.html,EUR
48483,7302252,Holiday Home Hetenoro,,Tapio,Finland,97280,Hotels,2,66.69246674,25.44099998,5,https://www.agoda.com/en-gb/holiday-home-hetenoro/hotel/tapio-fi.html,EUR
48484,7302272,Holiday Home Kuusiranta,,Varkaus,Finland,58130,Hotels,3,62.08570099,28.68401909,5,https://www.agoda.com/en-gb/holiday-home-kuusiranta/hotel/varkaus-fi.html,EUR
48485,7302323,Holiday Home Pallaskieppi,,Yli-Kyro,Finland,99340,Hotels,3,68.15956116,24.11968994,5,https://www.agoda.com/en-gb/holiday-home-pallaskieppi/hotel/yli-kyro-fi.html,EUR
48486,7302333,One-Bedroom Holiday Home in Benamahoma,,Grazalema,Spain,11679,Hotels,3,36.7663002,-5.467730045,5,https://www.agoda.com/en-gb/one-bedroom-holiday-home-in-benamahoma/hotel/grazalema-es.html,EUR
48487,7302367,Holiday Home Aapeli iso,,Karstula,Finland,63700,Hotels,4,62.52154922,24.20804024,5,https://www.agoda.com/en-gb/holiday-home-aapeli-iso/hotel/karstula-fi.html,EUR
48488,73024,Familienhotel Herbst,Fladnitz 61,Fladnitz an der Teichalm,Austria,8163,Hotels,3,47.28464773,15.47649622,2,http://www.booking.com/hotel/at/familienhotel-herbst.en-gb.html,EUR
48489,7302401,Holiday Home LevA$?saari,,Jyvaskyla,Finland,77770,Hotels,3,62.50286102,26.60499001,5,https://www.agoda.com/en-gb/holiday-home-leva-saari/hotel/jyvaskyla-fi.html,EUR
48490,7302402,Holiday Home Suvikumpu,,Varkaus,Finland,58940,Hotels,3,61.95895004,28.07113075,5,https://www.agoda.com/en-gb/holiday-home-suvikumpu/hotel/varkaus-fi.html,EUR
48491,7302411,Holiday Home Ahonranta,,Suomussalmi,Finland,89600,Hotels,3,65.21209717,29.53396988,5,https://www.agoda.com/en-gb/holiday-home-ahonranta/hotel/suomussalmi-fi.html,EUR
48492,7302424,Four-Bedroom Holiday Home in Salisano RI,,Rome,Italy,2040,Hotels,3,42.25600052,12.73560047,5,https://www.agoda.com/en-gb/four-bedroom-holiday-home-in-salisano-ri/hotel/rome-it.html,EUR
48493,7302433,Villino Anna,,Viareggio,Italy,55049,Hotels,4,43.8728981,10.24709988,5,https://www.agoda.com/en-gb/villino-anna/hotel/viareggio-it.html,EUR
48494,7302435,Holiday Home Sallamaa,,Ruka,Finland,98900,Hotels,3,66.51989746,28.30439949,5,https://www.agoda.com/en-gb/holiday-home-sallamaa/hotel/ruka-fi.html,EUR
48495,7302454,Casa Sole,,Praelo,Italy,18020,Hotels,3,43.92480087,7.940670013,5,https://www.agoda.com/en-gb/casa-sole/hotel/praelo-it.html,EUR
48496,730246,Camping Ulika Mobile Homes,Cervar bb,Porec,Croatia,52440,Holiday parks,4,45.25594801,13.58230001,2,http://www.booking.com/hotel/hr/naturist-laguna-mobile-homes-ulika.en-gb.html,EUR
48497,7302482,MS Select Bellejour - Neuss,Rheintorstr. 18 / Hafenbecken 1,Dusseldorf,Germany,41460,Hotels,4,51.20291901,6.691959858,5,https://www.agoda.com/en-gb/ms-select-bellejour-neuss/hotel/dusseldorf-de.html,EUR
48498,7302496,Three-Bedroom Holiday Home in Corbanese,,Tarzo,Italy,31020,Hotels,4,45.95510101,12.24479961,5,https://www.agoda.com/en-gb/three-bedroom-holiday-home-in-corbanese/hotel/tarzo-it.html,EUR
48499,7302543,Hotel Wuelfers Gasthaus,Dorfstrasse 5,Gross Ippener,Germany,27243,Hotels,3,52.95895004,8.61730957,5,https://www.agoda.com/en-gb/hotel-wuelfers-gasthaus/hotel/gros-ippener-de.html,EUR
48500,7302591,Dunenpark 16 - Dorf 6,,Lubeck,Germany,23570,Hotels,4,53.95560074,10.88640022,5,https://www.agoda.com/en-gb/dunenpark-16-dorf-6/hotel/lubeck-de.html,EUR
48501,7302615,0-Bedroom Apartment in Krakow am See,,Krakow am See,Germany,18292,Hotels,3,53.64630127,12.23410034,5,https://www.agoda.com/en-gb/0-bedroom-apartment-in-krakow-am-see/hotel/krakow-am-see-de.html,EUR
48502,7302637,Haus Herrenweide,Von-Braun-Strasse 1,Diepholz,Germany,49356,Hotels,3,52.59421921,8.355520248,5,https://www.agoda.com/en-gb/haus-herrenweide/hotel/diepholz-de.html,EUR
48503,7302664,Three-Bedroom Holiday Home in Torre del Lago -LU-,,Viareggio,Italy,55049,Hotels,3,43.82979965,10.29300022,5,https://www.agoda.com/en-gb/three-bedroom-holiday-home-in-torre-del-lago-lu/hotel/viareggio-it.html,EUR
48504,7302686,Paradiso,,Cecina (Livorno),Italy,57023,Hotels,3,43.29589844,10.52029991,5,https://www.agoda.com/en-gb/paradiso/hotel/cecina-livorno-it.html,EUR
48505,73027,Courtyard Vienna Schoenbrunn,Schoenbrunner Schlossstrasse 38-40,Vienna,Austria,1120,Hotels,4,48.1741649,16.2987457,5,https://www.agoda.com/en-gb/courtyard-vienna-schoenbrunn_3/hotel/vienna-at.html,EUR
48506,7302703,Rosa del Lago,,Garda,Italy,37010,Hotels,4,45.58869934,10.71459961,5,https://www.agoda.com/en-gb/rosa-del-lago/hotel/garda-it.html,EUR
48507,7302711,Capanna,,Sovicille,Italy,53018,Hotels,3,43.22430038,11.22780037,5,https://www.agoda.com/en-gb/capanna/hotel/sovicille-it.html,EUR
48508,7302725,Casa la Mimosa,,Poggioni,Italy,52044,Hotels,3,43.31529999,12.13029957,5,https://www.agoda.com/en-gb/casa-la-mimosa/hotel/poggioni-it.html,EUR
48509,7302732,Hotel Bonaria,Viale Porto Palos 122,Rimini,Italy,47922,Hotels,3,44.09793854,12.52385998,5,https://www.agoda.com/en-gb/hotel-bonaria/hotel/rimini-it.html,EUR
48510,7302866,Holiday Home Friedrichshof I,,Dolgen am See,Germany,18299,Hotels,2,53.93510056,12.21440029,5,https://www.agoda.com/en-gb/holiday-home-friedrichshof-i/hotel/dolgen-am-see-de.html,EUR
48511,73029,IntercityHotel Wien,Mariahilfer Strae 122,Vienna,Austria,1070,Hotels,4,48.19626617,16.34139252,5,https://www.agoda.com/en-gb/intercityhotel-wien/hotel/vienna-at.html,EUR
48512,7302968,0-Bedroom Apartment in Ulfborg,,Thorsminde,Denmark,6990,Hotels,2,56.37400055,8.123339653,5,https://www.agoda.com/en-gb/0-bedroom-apartment-in-ulfborg/hotel/thorsminde-dk.html,DKK
48513,7302972,Gyldensol,,Snogebaek,Denmark,3730,Hotels,4,55.01399994,15.11299992,5,https://www.agoda.com/en-gb/gyldensol/hotel/snogebaek-dk.html,DKK
48514,730298,Hotel Bechlwirt,Dorfplatz 5,Kirchberg in Tirol,Austria,6365,Hotels,3,47.44726267,12.31418328,2,http://www.booking.com/hotel/at/bechlwirt.en-gb.html,EUR
48515,73030,Hotel Weisse Dune,Georg-Schutte-Platz 13,Borkum,Germany,26757,Hotels,3,53.58673198,6.66239262,2,http://www.booking.com/hotel/de/weisse-dune.en-gb.html,EUR
48516,7303063,Camping Le Picardy,2 rue Gerard Godefroy,Boulogne-sur-Mer,France,80230,Hotels,2,50.16720963,1.656520009,5,https://www.agoda.com/en-gb/camping-le-picardy/hotel/boulogne-sur-mer-fr.html,EUR
48517,73031,Hotel Am Stephansplatz,Stephansplatz 9,Vienna,Austria,1010,Hotels,4,48.20876312,16.37211418,5,https://www.agoda.com/en-gb/hotel-am-stephansplatz/hotel/vienna-at.html,EUR
48518,730318,La Chaumiere,15 route de Poitiers,Saint-Laurent-sur-Sevre,France,85290,Hotels,3,46.96612337,-0.88981211,2,http://www.booking.com/hotel/fr/la-chaumia-re-saint-laurent-sur-sevre.en-gb.html,EUR
48519,73032,Hotel and Palais Strudlhof,Pasteurgasse 1,Vienna,Austria,1090,Hotels,4,48.22177124,16.35787392,5,https://www.agoda.com/en-gb/hotel-and-palais-strudlhof/hotel/vienna-at.html,EUR
48520,730328,Hotel Laurus,Strass 261,Lech am Arlberg,Austria,6764,Hotels,4,47.21312912,10.14579669,2,http://www.booking.com/hotel/at/laurus.en-gb.html,EUR
48521,7303378,Holiday Home La Mazerolle,,Saint-Palais-sur-Mer,France,17420,Hotels,2,45.65361023,-1.095020056,5,https://www.agoda.com/en-gb/holiday-home-la-mazerolle/hotel/saint-palais-sur-mer-fr.html,EUR
48522,7303380,Gites de Brion,14 route de Brion,Sartilly,France,50530,Hotels,2,48.69832993,-1.492470026,5,https://www.agoda.com/en-gb/gites-de-brion/hotel/sartilly-fr.html,EUR
48523,73035,Best Western Donner's Hotel & Spa,Am Seedeich 2,Cuxhaven,Germany,27472,Hotels,4,53.87013689,8.70472044,2,http://www.booking.com/hotel/de/best-western-donner-s.en-gb.html,EUR
48524,73035,Park Inn By Radisson York City Centre,North Street,York,United Kingdom,,Hotels,4,53.95789719,1.085337758,5,https://www.agoda.com/en-gb/park-inn-by-radisson-york-city-centre/hotel/york-gb.html,GBP
48525,7303686,Holiday Home Maison Les Oies,,Saint-Nectaire,France,63440,Hotels,2,46.03229904,2.956899881,5,https://www.agoda.com/en-gb/holiday-home-maison-les-oies/hotel/saint-nectaire-fr.html,EUR
48526,73038,Eurostars Boston,"Camino de las Torres, 28",Zaragoza,Spain,50008,Hotels,4,41.64543152,-0.876540005,5,https://www.agoda.com/en-gb/eurostars-boston/hotel/zaragoza-es.html,EUR
48527,7303918,Four-Bedroom Holiday Home in Usson du Poitou,,Poitiers-Futuroscope,France,86350,Hotels,3,46.27519989,0.580439985,5,https://www.agoda.com/en-gb/four-bedroom-holiday-home-in-usson-du-poitou/hotel/poitiers-futuroscope-fr.html,EUR
48528,7303966,FORSTHOF,Forsthof 2,Steinheim an der Murr,Germany,71711,Hotels,3,48.97893906,9.309550285,5,https://www.agoda.com/en-gb/forsthof/hotel/steinheim-an-der-murr-de.html,EUR
48529,73040,Hotel-Restaurant Goldenes Lamm,Lange Gasse 26,Dinkelsbuhl,Germany,91550,Hotels,3,49.06775969,10.31923056,2,http://www.booking.com/hotel/de/goldenes-lamm-dinkelsbuhl.en-gb.html,EUR
48530,73042,Hotel Bristol,Avenue de Chillon 63,Montreux,Switzerland,1820,Hotels,3,46.42327923,6.92545965,2,http://www.booking.com/hotel/ch/bristol-montreux-territet.en-gb.html,CHF
48531,7304240,Two-Bedroom Holiday Home in Oropesa del Mar,,Oropesa del Mar,Spain,12594,Hotels,3,40.08620071,0.130879998,5,https://www.agoda.com/en-gb/two-bedroom-holiday-home-in-oropesa-del-mar/hotel/oropesa-del-mar-es.html,EUR
48532,73043,Port Inn Hotel,Bahnhofstrasse 10,Eichwalde,Germany,15732,Hotels,3,52.37353923,13.61977592,2,http://www.booking.com/hotel/de/port-inn.en-gb.html,EUR
48533,730439,Hotel Les Thermes,8 place de leglise,Jonzac,France,17500,Hotels,2,45.44521359,-0.43722957,2,http://www.booking.com/hotel/fr/des-thermes.en-gb.html,EUR
48534,7304574,Four-Bedroom Holiday Home in Pozo Estrecho,,La Manga - Costa Calida,Spain,30594,Hotels,3,37.71450043,-1.001019955,5,https://www.agoda.com/en-gb/four-bedroom-holiday-home-in-pozo-estrecho/hotel/la-manga-costa-calida-es.html,EUR
48535,73046,Wellness-Hotel Talblick,Liebenzeller Str. 25,Schomberg,Germany,75328,Hotels,3,48.78807674,8.64850938,2,http://www.booking.com/hotel/de/wellfit-talblick.en-gb.html,EUR
48536,73048,Sporthotel Ohringen,An der Lehmgrube 17,Ohringen,Germany,74613,Hotels,3,49.19267056,9.48309481,2,http://www.booking.com/hotel/de/sporthotel-ohringen-gmbh.en-gb.html,EUR
48537,7305308,Three-Bedroom Holiday Home in Estellencs,,Majorca,Spain,7192,Hotels,2,39.6413002,2.447710037,5,https://www.agoda.com/en-gb/three-bedroom-holiday-home-in-estellencs/hotel/majorca-es.html,EUR
48538,7305310,Four-Bedroom Holiday Home in Marratxinet,,Majorca,Spain,7141,Hotels,3,39.63940048,2.768330097,5,https://www.agoda.com/en-gb/four-bedroom-holiday-home-in-marratxinet/hotel/majorca-es.html,EUR
48539,7305315,One-Bedroom Holiday Home in Fuencaliente,,La Palma,Spain,38740,Hotels,3,28.50049973,-17.86230087,5,https://www.agoda.com/en-gb/one-bedroom-holiday-home-in-fuencaliente/hotel/la-palma-es.html,EUR
48540,730536,Hotel Adria,ul. Wolnosci 1,Ruda Slaska,Poland,,Hotels,3,50.31518843,18.85274827,2,http://www.booking.com/hotel/pl/centrum-biznesowe-adria-ruda-alaska.en-gb.html,PLN
48541,7305365,Holiday Home Can Blancos,,Majorca,Spain,7300,Hotels,4,39.72154999,2.927520037,5,https://www.agoda.com/en-gb/holiday-home-can-blancos/hotel/majorca-es.html,EUR
48542,7305430,Holiday Home Son Amonda,,Majorca,Spain,7300,Hotels,3,39.72499847,2.912699938,5,https://www.agoda.com/en-gb/holiday-home-son-amonda/hotel/majorca-es.html,EUR
48543,7305431,Holiday Home Son Serra,,Majorca,Spain,7459,Hotels,3,39.73574829,3.227679968,5,https://www.agoda.com/en-gb/holiday-home-son-serra/hotel/majorca-es.html,EUR
48544,730545,D'win,"20, rue du Temple",Paris,France,75004,Hotels,2,48.8587117,2.35356063,2,http://www.booking.com/hotel/fr/win.en-gb.html,EUR
48545,7305472,Three-Bedroom Holiday Home in Port d'Alcudia,,Majorca,Spain,7410,Hotels,3,39.82149887,3.101469994,5,https://www.agoda.com/en-gb/three-bedroom-holiday-home-in-port-d-alcudia/hotel/majorca-es.html,EUR
48546,730555,Royal Spa Hotel,3 Tsar Samuil Str.,Velingrad,Bulgaria,4400,Hotels,4,42.02450676,23.99043721,2,http://www.booking.com/hotel/bg/royal-spa.en-gb.html,BGN
48547,730559,Aux Cygnes D'Opale,Zone de Loisir,Blangy-sur-Bresle,France,76340,Campsites,3,49.92381614,1.65671736,2,http://www.booking.com/hotel/fr/aux-cygnes-d-opale.en-gb.html,EUR
48548,7305604,Holiday Home Villa Nina,,Tenerife,Spain,38678,Hotels,3,28.13360024,-16.77766037,5,https://www.agoda.com/en-gb/holiday-home-villa-nina/hotel/tenerife-es.html,EUR
48549,7305727,TUI FAMILY LIFE Orquidea,Calle Viejos Tendereteros s/n,Gran Canaria,Spain,35100,Hotels,4,27.78315926,-15.51826954,5,https://www.agoda.com/en-gb/tui-family-life-orquidea/hotel/gran-canaria-es.html,EUR
48550,730584,Hostellerie Saint-Jacques,"10, route du grand etang. le bourg",Saint-Saud-Lacoussiere,France,24470,Hotels,3,45.54583084,0.81861019,2,http://www.booking.com/hotel/fr/hostellerie-saint-jacques.en-gb.html,EUR
48551,73062,Aalener Ratshotel,Friedrichstr. 7,Aalen,Germany,73430,Hotels,3,48.83597754,10.09120792,2,http://www.booking.com/hotel/de/aalener-ratshotel.en-gb.html,EUR
48552,7306287,Hotel Rural Las Tejuelas,"Ctra de Vadecaballeros a Guadalupe, EX 316, km. 1,400",Torralba De Oropesa,Spain,6689,Hotels,4,39.33115005,-5.327290058,5,https://www.agoda.com/en-gb/hotel-rural-las-tejuelas/hotel/torralba-de-oropesa-es.html,EUR
48553,7306420,"Holiday Home Kitkajoen lomatuvat, ahven",,Kayla,Finland,93900,Hotels,2,66.29593658,29.14463043,5,https://www.agoda.com/en-gb/holiday-home-kitkajoen-lomatuvat-ahven/hotel/kayla-fi.html,EUR
48554,7306443,"Holiday Home Kitkajoen lomatuvat, siika",,Kayla,Finland,93900,Hotels,2,66.29593658,29.14463043,5,https://www.agoda.com/en-gb/holiday-home-kitkajoen-lomatuvat-siika/hotel/kayla-fi.html,EUR
48555,7306447,Holiday Home KesA$?ranta,,Ruka,Finland,93900,Hotels,2,66.32171631,29.18077087,5,https://www.agoda.com/en-gb/holiday-home-kesa-ranta/hotel/ruka-fi.html,EUR
48556,7306476,Holiday Home Hirviharju,,Karsturanta,Finland,56730,Hotels,3,61.47307968,29.16678047,5,https://www.agoda.com/en-gb/holiday-home-hirviharju/hotel/karsturanta-fi.html,EUR
48557,7306484,Holiday Home Lomavaara,,Ivalo,Finland,99800,Hotels,3,68.69450378,27.57119942,5,https://www.agoda.com/en-gb/holiday-home-lomavaara/hotel/ivalo-fi.html,EUR
48558,7306503,Four-Bedroom Holiday Home in Dragsfjard,,Naantali,Finland,25870,Hotels,4,60.03300095,22.4715004,5,https://www.agoda.com/en-gb/four-bedroom-holiday-home-in-dragsfjard/hotel/naantali-fi.html,EUR
48559,7306506,Hotel Aavaranta,Osterbryntie 617,Kirkkonummi,Finland,2510,Hotels,3,60.19551849,24.48324013,5,https://www.agoda.com/en-gb/hotel-aavaranta/hotel/kirkkonummi-fi.html,EUR
48560,7306533,Holiday Home Ruka-ihtinki 4 a 3,,Ruka,Finland,93830,Hotels,3,66.1160965,29.11368942,5,https://www.agoda.com/en-gb/holiday-home-ruka-ihtinki-4-a-3/hotel/ruka-fi.html,EUR
48561,7306540,Holiday Home Kontio,,Pargas,Finland,21600,Hotels,3,60.26622009,22.12033081,5,https://www.agoda.com/en-gb/holiday-home-kontio/hotel/pargas-fi.html,EUR
48562,7306592,Holiday Home Rahkola,,Nokia,Finland,39410,Hotels,3,61.77030945,23.26350975,5,https://www.agoda.com/en-gb/holiday-home-rahkola/hotel/nokia-fi.html,EUR
48563,7306627,Holiday Home Villa pihlaja,,Ruka,Finland,93800,Hotels,3,66.24107361,29.13497925,5,https://www.agoda.com/en-gb/holiday-home-villa-pihlaja/hotel/ruka-fi.html,EUR
48564,73070,Hotel Bellevue,Strada cantonale,San Bernardino,Switzerland,6565,Hotels,3,46.46311155,9.19059992,2,http://www.booking.com/hotel/ch/bellevue-san-bernardino.en-gb.html,CHF
48565,73071,Hotel Artos Interlaken,Alpenstrasse 45,Interlaken,Switzerland,3800,Hotels,3,46.68533927,7.86628067,2,http://www.booking.com/hotel/ch/artos-interlaken.en-gb.html,CHF
48566,730737,Campanile La Roche Sur Yon Centre Gare,93 Boulevard Louis Blanc,La Roche-sur-Yon,France,85000,Hotels,3,46.67290123,-1.43509179,2,http://www.booking.com/hotel/fr/campanile-la-roche-sur-yon-centre-gare.en-gb.html,EUR
48567,7307378,Holiday Home Cantarellas,,Majorca,Spain,7300,Hotels,4,39.72169876,2.931339979,5,https://www.agoda.com/en-gb/holiday-home-cantarellas/hotel/majorca-es.html,EUR
48568,7307410,Peitche Lauer,4 AmTremel,Useldange,Luxembourg,8706,Hotels,3,49.76895142,5.981080055,5,https://www.agoda.com/en-gb/peitche-lauer/hotel/useldange-lu.html,EUR
48569,7307436,Grupotel Playa Camp de Mar - Adults Only,"Avda. Gabriel Covas Alemany, 1",Majorca,Spain,7160,Hotels,4,39.53852081,2.422389984,5,https://www.agoda.com/en-gb/grupotel-playa-camp-de-mar-adults-only/hotel/majorca-es.html,EUR
48570,7307496,Two-Bedroom Holiday Home in Puerto de Mazarron,,Mazarron,Spain,30860,Hotels,2,37.56499863,-1.266260028,5,https://www.agoda.com/en-gb/two-bedroom-holiday-home-in-puerto-de-mazarron/hotel/mazarron-es.html,EUR
48571,73075,Heidehotel Soltauer Hof,Winsener Str. 109,Soltau,Germany,29614,Hotels,4,52.99998201,9.85775381,2,http://www.booking.com/hotel/de/heidehotel-soltauer-hof.en-gb.html,EUR
48572,73076,Hotel Elisabeth,Ratsdienerweg,Bad Abbach,Germany,93077,Hotels,3,48.93183571,12.03882158,2,http://www.booking.com/hotel/de/elisabeth-bad-abbach.en-gb.html,EUR
48573,7307685,Four-Bedroom Holiday Home in Oropesa de Mar,,Oropesa del Mar,Spain,12594,Hotels,3,40.09019852,0.14102,5,https://www.agoda.com/en-gb/four-bedroom-holiday-home-in-oropesa-de-mar/hotel/oropesa-del-mar-es.html,EUR
48574,7307733,Holiday Home Olokolo 2,,Ruka,Finland,93800,Hotels,3,66.02734375,29.10704994,5,https://www.agoda.com/en-gb/holiday-home-olokolo-2/hotel/ruka-fi.html,EUR
48575,7307734,Holiday Home Retkietappi kelopirtti,,Ruka,Finland,93900,Hotels,2,66.26941681,29.40228081,5,https://www.agoda.com/en-gb/holiday-home-retkietappi-kelopirtti/hotel/ruka-fi.html,EUR
48576,7307750,Holiday Home Niittyranta,,Karstula,Finland,63880,Hotels,3,62.81164169,24.10001946,5,https://www.agoda.com/en-gb/holiday-home-niittyranta/hotel/karstula-fi.html,EUR
48577,7307757,Holiday Home Sallanrinne b,,Salla,Finland,98900,Hotels,3,66.75270081,28.77835083,5,https://www.agoda.com/en-gb/holiday-home-sallanrinne-b/hotel/salla-fi.html,EUR
48578,7307772,Holiday Home Kultaranta,,Jyvaskyla,Finland,43100,Hotels,3,62.71598816,25.38083076,5,https://www.agoda.com/en-gb/holiday-home-kultaranta/hotel/jyvaskyla-fi.html,EUR
48579,7307795,Holiday Home Keskiniemi,,Ruka,Finland,93540,Hotels,3,65.60640717,28.95697975,5,https://www.agoda.com/en-gb/holiday-home-keskiniemi/hotel/ruka-fi.html,EUR
48580,73079,Best Western Premier Parkhotel Bad Mergentheim,Lothar-Daiker-Strasse 6,Bad Mergentheim,Germany,97980,Hotels,4,49.49449166,9.78405207,2,http://www.booking.com/hotel/de/best-western-premier-parkhotel-bad-mergentheim.en-gb.html,EUR
48581,730798,E Spunta La Luna,Via Meroli 4,Campodimele,Italy,4020,Hotels,2,41.38993073,13.5306797,5,https://www.agoda.com/en-gb/e-spunta-la-luna/hotel/campodimele-it.html,EUR
48582,73080,Landhaus Carstens,Strandallee 73,Timmendorfer Strand,Germany,23669,Hotels,4,54.00199922,10.77794597,2,http://www.booking.com/hotel/de/landhaus-carstens.en-gb.html,EUR
48583,73081,Stanys Hotel & Apartments,Mariahilfer Strasse 161,Vienna,Austria,1150,Hotels,3,48.19339158,16.33428141,2,http://www.booking.com/hotel/at/stanys-das-apartmenthotel.en-gb.html,EUR
48584,73082,Romantik Hotel Sanct Peter,Walporzheimer Str. 118,Bad Neuenahr-Ahrweiler,Germany,53474,Hotels,4,50.53141898,7.07963973,2,http://www.booking.com/hotel/de/romantik-sanct-peter.en-gb.html,EUR
48585,730830,Fair Isle Bed and Breakfast,"17 Marine Terrace, Rosemarkie",Fortrose,United Kingdom,,Hotels,4,57.58834839,-4.112349987,5,https://www.agoda.com/en-gb/fair-isle-bed-and-breakfast/hotel/fortrose-gb.html,GBP
48586,73084,Hotel Edenlehen,Edenlehen 676,Mayrhofen,Austria,6290,Hotels,4,47.16236224,11.85369015,2,http://www.booking.com/hotel/at/edenlehen.en-gb.html,EUR
48587,73086,Landhaus Grunau,Grunauerstrasse 109,Wals,Austria,5071,Bed and breakfasts,3,47.78872938,12.95070559,2,http://www.booking.com/hotel/at/landhaus-grunau.en-gb.html,EUR
48588,73091,Hotel Villa Hentzel,Bauhausstr. 12,Weimar,Germany,99423,Hotels,3,50.97257904,11.32870674,2,http://www.booking.com/hotel/de/villa-hentzel.en-gb.html,EUR
48589,7309206,VVF Villages > La Bussiere,La Bertholiere,Poitiers-Futuroscope,France,86310,Hotels,3,46.6463089,0.836329997,5,https://www.agoda.com/en-gb/vvf-villages-le-domaine-du-poitou-la-bussiere/hotel/poitiers-futuroscope-fr.html,EUR
48590,7309398,Holiday Home L'Ancienne Scierie,,Barberey-Saint-Sulpice,France,89700,Hotels,3,47.87282944,4.068890095,5,https://www.agoda.com/en-gb/holiday-home-l-ancienne-scierie/hotel/barberey-saint-sulpice-fr.html,EUR
48591,73094,Balance - Das 4 Elemente Spa & Golf Hotel,Winklernerstrasse 68,Portschach am Worthersee,Austria,9210,Hotels,4,46.63670808,14.15554047,2,http://www.booking.com/hotel/at/panoramahotel-balance.en-gb.html,EUR
48592,730969,Hotel Ostrea,Obala dr. Ante Starcevica 9,Ston,Croatia,20230,Hotels,3,42.84728328,17.70383477,2,https://www.booking.com/hotel/hr/ostrea.en-gb.html,EUR
48883,180494,Hotel La Creche,Rn 102,La Chomette,France,43230,Hotels,3,45.23126307,3.47291887,2,http://www.booking.com/hotel/fr/logis-la-creche.en-gb.html,EUR
48593,7309739,Two-Bedroom Holiday Home in Lannion,,Trebeurden,France,22300,Hotels,3,48.75749969,-3.413269997,5,https://www.agoda.com/en-gb/two-bedroom-holiday-home-in-lannion/hotel/trebeurden-fr.html,EUR
48594,730990,Art Hotel Pietrasanta,Via Provinciale Vallecchia 50,Pietrasanta,Italy,55045,Hotels,3,43.9612447,10.22692233,2,http://www.booking.com/hotel/it/albergo-stipino.en-gb.html,EUR
48595,730999,B&B Camelias,Beenhouwersstraat 30,Bruges,Belgium,8000,Bed and breakfasts,3,51.20902589,3.21704954,2,http://www.booking.com/hotel/be/camelias.en-gb.html,EUR
48596,73100,Hotel Elfbuchen,Aussichtsturm Elfbuchen 1,Kassel,Germany,34131,Hotels,4,51.33008707,9.39320326,2,http://www.booking.com/hotel/de/elfbuchen.en-gb.html,EUR
48597,731000,Hesehotelli Turku Linja-autoasema,Lantinen pitkakatu 1,Turku,Finland,20110,Hotels,3,60.45753256,22.2678709,2,http://www.booking.com/hotel/fi/hesehotelli.en-gb.html,EUR
48598,731032,Hotel le XVIIIeme,79 rue de la paix,Bollene,France,84500,Hotels,2,44.2790602,4.74647999,2,http://www.booking.com/hotel/fr/ha-tel-le-xviiia-me.en-gb.html,EUR
48599,731034,Holiday home Poullaouen 51,,Poullaouen,France,29246,Hotels,3,48.35499954,-3.636389971,5,https://www.agoda.com/en-sg/holiday-home-poullaouen-51/hotel/poullaouen-fr.html,EUR
